time,PET,precip_rate
2015-08-04,0.0068046643575796,0.000254
2015-08-05,0.00644023788824717,0.0
2015-08-06,0.003446023311822136,0.00508
2015-08-07,0.00372314289789925,0.000762
2015-08-08,0.0059661240488962635,0.0
2015-08-09,0.005863494853994978,0.0
2015-08-10,0.004502949864959842,0.026920000000000003
2015-08-11,0.005421727731081896,0.000254
2015-08-12,0.006544550460228866,0.0
2015-08-13,0.005907076655289324,0.0
2015-08-14,0.003989682650435254,0.026158
2015-08-15,0.002722076406343558,0.000254
2015-08-16,0.005321692641937546,0.0
2015-08-17,0.0035352120998726417,0.019303999999999998
2015-08-18,0.003055598033311263,0.013970000000000002
2015-08-19,0.004516380401746794,0.0027939999999999996
2015-08-20,0.004639938187446898,0.00127
2015-08-21,0.003592866283741836,0.0
2015-08-22,0.004006053019729838,0.0
2015-08-23,0.003343721976004783,0.03124
2015-08-24,0.005752508878707969,0.0
2015-08-25,0.006424098580053397,0.0
2015-08-26,0.006267460718233619,0.0
2015-08-27,0.005224285771947705,0.0
2015-08-28,0.005441560025706077,0.0
2015-08-29,0.004884072479102666,0.0
2015-08-30,0.001800237874125273,0.001778
2015-08-31,0.005780242984927643,0.0
2015-09-01,0.005187981383628271,0.0
2015-09-02,0.00480649939864708,0.0
2015-09-03,0.005503211211426965,0.0
2015-09-04,0.005717352810623491,0.0
2015-09-05,0.003975064086400591,0.0033020000000000002
2015-09-06,0.004247611081402909,0.0
2015-09-07,0.003946046445037403,0.000254
2015-09-08,0.003539912777274632,0.003048
2015-09-09,0.0019438874029698123,0.036823999999999996
2015-09-10,0.002812711496213844,0.001524
2015-09-11,0.005466838221029337,0.000254
2015-09-12,0.004091422935208685,0.0
2015-09-13,0.00526193301054974,0.0
2015-09-14,0.005179641691833003,0.0
2015-09-15,0.005250892033431053,0.0
2015-09-16,0.003508835104123906,0.0
2015-09-17,0.0046733798414055235,0.0
2015-09-18,0.0049387822101586475,0.0
2015-09-19,0.0050287387473441185,0.0
2015-09-20,0.004530315517187438,0.0
2015-09-21,0.0020480068326718588,0.0
2015-09-22,0.0041098283205993095,0.0
2015-09-23,0.0044184817905363665,0.0
2015-09-24,0.0032779557762781047,0.010159999999999999
2015-09-25,0.0009378949522049233,0.040896
2015-09-26,0.0020530264801410323,0.004826
2015-09-27,0.00241529902838529,0.00127
2015-09-28,0.002101294574424302,0.001524
2015-09-29,0.00140808979519287,0.03048
2015-09-30,0.003723700570127807,0.0
2015-10-01,0.0025679261979720523,0.00508
2015-10-02,0.0008879149183899678,0.044700000000000004
2015-10-03,0.000642137216462486,0.05969
2015-10-04,0.0015524656013636302,0.006349999999999999
2015-10-05,0.0039137431566771295,0.0
2015-10-06,0.0037748555115614518,0.0
2015-10-07,0.004035364485441995,0.0
2015-10-08,0.003509332168120552,0.0
2015-10-09,0.0026092278166855954,0.0
2015-10-10,0.0008726160222942723,0.018796
2015-10-11,0.0037618651558424606,0.0
2015-10-12,0.004106838261091006,0.0
2015-10-13,0.004155776224197371,0.004826
2015-10-14,0.004435261583677352,0.0
2015-10-15,0.004096278654798014,0.0
2015-10-16,0.004034760177531561,0.0
2015-10-17,0.0039475431572868185,0.0
2015-10-18,0.0036979256666062207,0.0
2015-10-19,0.003648400597093863,0.0
2015-10-20,0.003710359635780844,0.0
2015-10-21,0.0039710471901087206,0.0
2015-10-22,0.0039027449162988546,0.0
2015-10-23,0.003955324117641982,0.0
2015-10-24,0.0015048237629480179,0.0
2015-10-25,0.002012788128642011,0.0
2015-10-26,0.00042811058460785745,0.01143
2015-10-27,0.00043014759335736907,0.0254
2015-10-28,0.0015180389001679736,0.032512
2015-10-29,0.0009899048355130732,0.001524
2015-10-30,0.0034298780768483948,0.0
2015-10-31,0.0009273159645524305,0.00127
2015-11-01,0.0006407242298562442,0.015494000000000003
2015-11-02,0.00046188583105465016,0.05257800000000001
2015-11-03,0.002082081217699579,0.000254
2015-11-04,0.0028922684369088584,0.0
2015-11-05,0.001439547354296024,0.0033020000000000002
2015-11-06,0.002225229325606869,0.004826
2015-11-07,0.0006133189188130647,0.007873999999999999
2015-11-08,0.0010924891993645569,0.0022860000000000003
2015-11-09,0.0006414455427096842,0.05257400000000002
2015-11-10,0.00312405317050682,0.000254
2015-11-11,0.0030285091945510345,0.0
2015-11-12,0.0022125031472302217,0.000508
2015-11-13,0.0026705043473078827,0.0
2015-11-14,0.002850198375062269,0.0
2015-11-15,0.0015436700542800187,0.0
2015-11-16,0.00236177520205136,0.0
2015-11-17,0.0014182131919773008,0.000762
2015-11-18,0.0002697112119042798,0.093984
2015-11-19,0.002793107440575863,0.000508
2015-11-20,0.002854679355028664,0.0
2015-11-21,0.0023790351080680647,0.0
2015-11-22,0.002290114339760451,0.0
2015-11-23,0.0021462538318291354,0.0
2015-11-24,0.002205443749278999,0.0
2015-11-25,0.0018654322793200534,0.0
2015-11-26,0.0022248509288850873,0.0
2015-11-27,0.0024313068496096815,0.0
2015-11-28,0.0011791802527308895,0.0
2015-11-29,0.00043672892506360053,0.01778
2015-11-30,0.0002860461404460786,0.029972
2015-12-01,0.00028536717734267003,0.038862
2015-12-02,0.0003295756039386152,0.061468
2015-12-03,0.0017187303766640191,0.0
2015-12-04,0.0022994432621632078,0.0
2015-12-05,0.00246559312210852,0.0
2015-12-06,0.0021730418698897515,0.0
2015-12-07,0.0021875525182645317,0.0
2015-12-08,0.0020854191478555987,0.0
2015-12-09,0.001629980754483448,0.0
2015-12-10,0.0012555900927607537,0.0
2015-12-11,0.0010443320596965886,0.0
